combo,hr_min,edg_min,tp_min,cv_max,side,n_total,n_graded,wins,losses,HR_pct,HR_ci_lo,HR_ci_hi,ROI_pct,ROI_ci_lo,ROI_ci_hi,P_and_L,consistency,graded_days
HR≥-/EDG≥2.5/TP≥65.0/CV≤-/ANY,,2.5,65.0,,ANY,57,53,32,21,60.38,46.94,72.41,-11.86,-31.33,7.6,-6.287,0.417,12
HR≥-/EDG≥2.5/TP≥40.0/CV≤0.6/UNDER,,2.5,40.0,0.6,UNDER,79,72,35,37,48.61,37.43,59.93,-11.95,-33.36,9.45,-8.606,0.333,12
HR≥-/EDG≥5.0/TP≥-/CV≤0.6/UNDER,,5.0,,0.6,UNDER,72,65,31,34,47.69,36.02,59.62,-11.96,-34.89,10.96,-7.777,0.333,12
HR≥-/EDG≥0.0/TP≥-/CV≤0.6/UNDER,,0.0,,0.6,UNDER,90,82,39,43,47.56,37.1,58.24,-12.06,-32.56,8.44,-9.892,0.333,12
HR≥-/EDG≥5.0/TP≥40.0/CV≤0.7/UNDER,,5.0,40.0,0.7,UNDER,90,80,38,42,47.5,36.92,58.3,-12.59,-33.17,7.99,-10.072,0.385,13
HR≥-/EDG≥5.0/TP≥-/CV≤-/UNDER,,5.0,,,UNDER,107,96,45,51,46.88,37.21,56.78,-12.81,-31.78,6.17,-12.293,0.308,13
HR≥-/EDG≥5.0/TP≥40.0/CV≤0.55/UNDER,,5.0,40.0,0.55,UNDER,64,59,28,31,47.46,35.27,59.96,-12.87,-36.75,11.01,-7.593,0.5,12
HR≥-/EDG≥0.0/TP≥40.0/CV≤0.7/UNDER,,0.0,40.0,0.7,UNDER,112,101,48,53,47.52,38.06,57.18,-12.92,-31.19,5.34,-13.053,0.308,13
HR≥-/EDG≥-2.5/TP≥40.0/CV≤0.7/UNDER,,-2.5,40.0,0.7,UNDER,124,112,53,59,47.32,38.32,56.5,-13.07,-30.45,4.3,-14.64,0.308,13
HR≥-/EDG≥-/TP≥-/CV≤-/UNDER,,,,,UNDER,326,297,138,159,46.46,40.87,52.15,-13.17,-23.98,-2.36,-39.109,0.231,13
HR≥-/EDG≥-2.5/TP≥-/CV≤0.6/UNDER,,-2.5,,0.6,UNDER,101,92,43,49,46.74,36.88,56.86,-13.2,-32.6,6.2,-12.142,0.417,12
HR≥-/EDG≥-5.0/TP≥-/CV≤0.45/UNDER,,-5.0,,0.45,UNDER,63,59,27,32,45.76,33.7,58.34,-13.29,-38.03,11.45,-7.839,0.364,11
HR≥-/EDG≥-5.0/TP≥-/CV≤0.55/UNDER,,-5.0,,0.55,UNDER,94,85,39,46,45.88,35.7,56.42,-13.29,-33.76,7.18,-11.298,0.5,12
HR≥50.0/EDG≥-/TP≥-/CV≤0.55/UNDER,50.0,,,0.55,UNDER,59,54,23,31,42.59,30.33,55.84,-13.43,-40.83,13.98,-7.25,0.5,12
HR≥-/EDG≥2.5/TP≥40.0/CV≤0.55/UNDER,,2.5,40.0,0.55,UNDER,69,64,30,34,46.88,35.18,58.93,-13.66,-36.69,9.37,-8.743,0.417,12
HR≥-/EDG≥5.0/TP≥-/CV≤0.5/UNDER,,5.0,,0.5,UNDER,57,52,24,28,46.15,33.34,59.5,-13.79,-39.72,12.14,-7.171,0.583,12
HR≥-/EDG≥-/TP≥40.0/CV≤-/UNDER,,,40.0,,UNDER,323,294,136,158,46.26,40.64,51.97,-13.91,-24.72,-3.11,-40.909,0.231,13
HR≥-/EDG≥-2.5/TP≥-/CV≤0.45/UNDER,,-2.5,,0.45,UNDER,61,57,26,31,45.61,33.37,58.41,-14.02,-39.06,11.03,-7.989,0.455,11
HR≥-/EDG≥-/TP≥55.0/CV≤0.5/UNDER,,,55.0,0.5,UNDER,62,57,30,27,52.63,39.92,65.01,-14.05,-35.52,7.43,-8.006,0.333,12
HR≥-/EDG≥10.0/TP≥50.0/CV≤0.45/ANY,,10.0,50.0,0.45,ANY,64,55,29,26,52.73,39.79,65.31,-14.09,-35.95,7.77,-7.75,0.333,12
HR≥-/EDG≥7.5/TP≥-/CV≤0.7/UNDER,,7.5,,0.7,UNDER,82,73,34,39,46.58,35.59,57.9,-14.2,-35.8,7.4,-10.366,0.308,13
HR≥-/EDG≥5.0/TP≥40.0/CV≤0.6/UNDER,,5.0,40.0,0.6,UNDER,71,64,30,34,46.88,35.18,58.93,-14.42,-37.18,8.35,-9.227,0.333,12
HR≥-/EDG≥5.0/TP≥40.0/CV≤-/UNDER,,5.0,40.0,,UNDER,106,95,44,51,46.32,36.63,56.29,-14.47,-33.36,4.43,-13.743,0.308,13
HR≥-/EDG≥10.0/TP≥-/CV≤0.7/UNDER,,10.0,,0.7,UNDER,70,62,29,33,46.77,34.91,59.02,-14.47,-37.78,8.85,-8.97,0.308,13
HR≥-/EDG≥-/TP≥-/CV≤0.7/UNDER,,,,0.7,UNDER,290,265,121,144,45.66,39.77,51.68,-14.58,-26.01,-3.14,-38.631,0.154,13
HR≥-/EDG≥2.5/TP≥-/CV≤0.5/UNDER,,2.5,,0.5,UNDER,62,57,26,31,45.61,33.37,58.41,-14.6,-39.44,10.24,-8.321,0.5,12
HR≥-/EDG≥-5.0/TP≥40.0/CV≤0.6/UNDER,,-5.0,40.0,0.6,UNDER,106,95,44,51,46.32,36.63,56.29,-14.63,-33.51,4.25,-13.898,0.417,12
HR≥-/EDG≥-/TP≥-/CV≤0.4/UNDER,,,,0.4,UNDER,109,101,46,55,45.54,36.17,55.24,-14.73,-33.34,3.88,-14.876,0.308,13
HR≥-/EDG≥-/TP≥-/CV≤0.45/UNDER,,,,0.45,UNDER,156,144,65,79,45.14,37.24,53.29,-14.87,-30.51,0.76,-21.418,0.462,13
HR≥-/EDG≥7.5/TP≥-/CV≤-/UNDER,,7.5,,,UNDER,97,87,40,47,45.98,35.9,56.4,-14.99,-34.79,4.82,-13.037,0.231,13
HR≥-/EDG≥-/TP≥50.0/CV≤0.55/UNDER,,,50.0,0.55,UNDER,114,107,53,54,49.53,40.24,58.86,-15.13,-31.56,1.3,-16.191,0.25,12
HR≥-/EDG≥-5.0/TP≥40.0/CV≤0.55/UNDER,,-5.0,40.0,0.55,UNDER,93,84,38,46,45.24,35.04,55.86,-15.18,-35.55,5.2,-12.748,0.5,12
HR≥-/EDG≥10.0/TP≥-/CV≤-/UNDER,,10.0,,,UNDER,85,76,35,41,46.05,35.31,57.18,-15.32,-36.42,5.78,-11.641,0.231,13
HR≥-/EDG≥0.0/TP≥-/CV≤0.55/UNDER,,0.0,,0.55,UNDER,79,73,33,40,45.21,34.31,56.58,-15.59,-37.41,6.23,-11.378,0.417,12
HR≥-/EDG≥-/TP≥-/CV≤0.6/UNDER,,,,0.6,UNDER,253,231,104,127,45.02,38.74,51.47,-15.63,-27.87,-3.39,-36.107,0.231,13
HR≥-/EDG≥-/TP≥-/CV≤0.55/UNDER,,,,0.55,UNDER,223,204,91,113,44.61,37.95,51.47,-15.74,-28.86,-2.62,-32.111,0.231,13
HR≥-/EDG≥0.0/TP≥-/CV≤0.45/UNDER,,0.0,,0.45,UNDER,55,51,23,28,45.1,32.27,58.62,-15.74,-41.98,10.51,-8.025,0.455,11
HR≥-/EDG≥-/TP≥40.0/CV≤0.7/UNDER,,,40.0,0.7,UNDER,288,263,119,144,45.25,39.34,51.29,-15.75,-27.16,-4.35,-41.431,0.154,13
HR≥-/EDG≥0.0/TP≥40.0/CV≤0.6/UNDER,,0.0,40.0,0.6,UNDER,88,80,37,43,46.25,35.75,57.1,-15.87,-36.18,4.45,-12.692,0.25,12
HR≥50.0/EDG≥-/TP≥-/CV≤0.5/UNDER,50.0,,,0.5,UNDER,55,51,21,30,41.18,28.75,54.83,-15.97,-44.14,12.2,-8.144,0.417,12
HR≥-/EDG≥-/TP≥40.0/CV≤0.45/UNDER,,,40.0,0.45,UNDER,155,143,64,79,44.76,36.85,52.94,-15.99,-31.58,-0.4,-22.868,0.462,13
HR≥-/EDG≥-5.0/TP≥40.0/CV≤0.45/UNDER,,-5.0,40.0,0.45,UNDER,62,58,26,32,44.83,32.75,57.55,-16.02,-40.59,8.56,-9.289,0.273,11
HR≥-/EDG≥-/TP≥40.0/CV≤0.4/UNDER,,,40.0,0.4,UNDER,108,100,45,55,45.0,35.61,54.76,-16.33,-34.86,2.21,-16.326,0.308,13
HR≥-/EDG≥7.5/TP≥40.0/CV≤0.7/UNDER,,7.5,40.0,0.7,UNDER,81,72,33,39,45.83,34.83,57.26,-16.41,-37.86,5.04,-11.816,0.308,13
HR≥50.0/EDG≥-/TP≥40.0/CV≤0.55/UNDER,50.0,,40.0,0.55,UNDER,58,53,22,31,41.51,29.26,54.91,-16.41,-43.69,10.86,-8.7,0.417,12
HR≥-/EDG≥-2.5/TP≥-/CV≤0.55/UNDER,,-2.5,,0.55,UNDER,88,81,36,45,44.44,34.12,55.27,-16.47,-37.27,4.32,-13.343,0.5,12
HR≥-/EDG≥-/TP≥40.0/CV≤0.55/UNDER,,,40.0,0.55,UNDER,222,203,90,113,44.33,37.67,51.21,-16.53,-29.62,-3.44,-33.561,0.231,13
HR≥-/EDG≥-2.5/TP≥40.0/CV≤0.6/UNDER,,-2.5,40.0,0.6,UNDER,99,90,41,49,45.56,35.66,55.82,-16.6,-35.84,2.64,-14.942,0.333,12
HR≥-/EDG≥7.5/TP≥-/CV≤0.6/UNDER,,7.5,,0.6,UNDER,63,57,26,31,45.61,33.37,58.41,-16.7,-40.86,7.45,-9.521,0.333,12
HR≥-/EDG≥7.5/TP≥-/CV≤0.55/UNDER,,7.5,,0.55,UNDER,57,53,24,29,45.28,32.66,58.55,-16.77,-41.99,8.46,-8.887,0.333,12
HR≥-/EDG≥7.5/TP≥40.0/CV≤-/UNDER,,7.5,40.0,,UNDER,96,86,39,47,45.35,35.25,55.84,-16.85,-36.54,2.85,-14.487,0.231,13
HR≥-/EDG≥-2.5/TP≥40.0/CV≤0.45/UNDER,,-2.5,40.0,0.45,UNDER,60,56,25,31,44.64,32.39,57.59,-16.86,-41.71,8.0,-9.439,0.364,11
HR≥-/EDG≥5.0/TP≥40.0/CV≤0.5/UNDER,,5.0,40.0,0.5,UNDER,56,51,23,28,45.1,32.27,58.62,-16.9,-42.6,8.8,-8.621,0.5,12
HR≥-/EDG≥-/TP≥40.0/CV≤0.6/UNDER,,,40.0,0.6,UNDER,251,229,102,127,44.54,38.25,51.02,-16.99,-29.19,-4.78,-38.907,0.231,13
HR≥-/EDG≥-/TP≥50.0/CV≤0.5/UNDER,,,50.0,0.5,UNDER,102,97,47,50,48.45,38.76,58.27,-17.02,-34.27,0.23,-16.511,0.167,12
HR≥-/EDG≥10.0/TP≥40.0/CV≤0.7/UNDER,,10.0,40.0,0.7,UNDER,69,61,28,33,45.9,34.01,58.28,-17.08,-40.2,6.04,-10.42,0.308,13
HR≥-/EDG≥-/TP≥50.0/CV≤0.45/UNDER,,,50.0,0.45,UNDER,81,78,38,40,48.72,37.95,59.61,-17.3,-36.37,1.77,-13.493,0.25,12
HR≥-/EDG≥-/TP≥50.0/CV≤0.4/UNDER,,,50.0,0.4,UNDER,57,55,27,28,49.09,36.38,61.92,-17.38,-40.0,5.23,-9.561,0.417,12
HR≥-/EDG≥2.5/TP≥40.0/CV≤0.5/UNDER,,2.5,40.0,0.5,UNDER,61,56,25,31,44.64,32.39,57.59,-17.45,-42.09,7.19,-9.771,0.5,12
HR≥-/EDG≥10.0/TP≥40.0/CV≤-/UNDER,,10.0,40.0,,UNDER,84,75,34,41,45.33,34.57,56.55,-17.45,-38.41,3.5,-13.091,0.231,13
HR≥-/EDG≥0.0/TP≥40.0/CV≤0.55/UNDER,,0.0,40.0,0.55,UNDER,78,72,32,40,44.44,33.54,55.91,-17.82,-39.49,3.86,-12.828,0.333,12
HR≥-/EDG≥-5.0/TP≥-/CV≤0.5/UNDER,,-5.0,,0.5,UNDER,80,74,32,42,43.24,32.57,54.59,-17.87,-39.8,4.06,-13.221,0.5,12
HR≥-/EDG≥-2.5/TP≥40.0/CV≤0.55/UNDER,,-2.5,40.0,0.55,UNDER,87,80,35,45,43.75,33.41,54.66,-18.49,-39.16,2.18,-14.793,0.417,12
HR≥-/EDG≥-2.5/TP≥-/CV≤0.5/UNDER,,-2.5,,0.5,UNDER,78,72,31,41,43.06,32.26,54.56,-18.57,-40.7,3.56,-13.371,0.5,12
HR≥-/EDG≥0.0/TP≥40.0/CV≤0.45/UNDER,,0.0,40.0,0.45,UNDER,54,50,22,28,44.0,31.16,57.69,-18.95,-44.95,7.05,-9.475,0.364,11
HR≥-/EDG≥0.0/TP≥-/CV≤0.5/UNDER,,0.0,,0.5,UNDER,71,65,28,37,43.08,31.76,55.17,-19.09,-42.24,4.07,-12.407,0.417,12
HR≥50.0/EDG≥-/TP≥40.0/CV≤0.5/UNDER,50.0,,40.0,0.5,UNDER,54,50,20,30,40.0,27.61,53.82,-19.19,-47.2,8.82,-9.594,0.333,12
HR≥-/EDG≥-/TP≥-/CV≤0.5/UNDER,,,,0.5,UNDER,197,182,78,104,42.86,35.89,50.12,-19.29,-33.08,-5.5,-35.11,0.231,13
HR≥50.0/EDG≥-/TP≥-/CV≤0.6/UNDER,50.0,,,0.6,UNDER,66,61,24,37,39.34,28.07,51.88,-19.51,-45.1,6.09,-11.9,0.417,12
HR≥-/EDG≥7.5/TP≥40.0/CV≤0.6/UNDER,,7.5,40.0,0.6,UNDER,62,56,25,31,44.64,32.39,57.59,-19.59,-43.5,4.32,-10.971,0.333,12
HR≥-/EDG≥7.5/TP≥40.0/CV≤0.55/UNDER,,7.5,40.0,0.55,UNDER,56,52,23,29,44.23,31.59,57.66,-19.88,-44.83,5.07,-10.337,0.333,12
HR≥-/EDG≥-5.0/TP≥40.0/CV≤0.5/UNDER,,-5.0,40.0,0.5,UNDER,79,73,31,42,42.47,31.78,53.9,-20.1,-41.88,1.69,-14.671,0.5,12
HR≥-/EDG≥-/TP≥40.0/CV≤0.5/UNDER,,,40.0,0.5,UNDER,196,181,77,104,42.54,35.57,49.83,-20.2,-33.95,-6.45,-36.56,0.231,13
HR≥-/EDG≥-2.5/TP≥40.0/CV≤0.5/UNDER,,-2.5,40.0,0.5,UNDER,77,71,30,41,42.25,31.45,53.85,-20.87,-42.85,1.1,-14.821,0.5,12
HR≥-/EDG≥0.0/TP≥40.0/CV≤0.5/UNDER,,0.0,40.0,0.5,UNDER,70,64,27,37,42.19,30.87,54.39,-21.65,-44.61,1.31,-13.857,0.417,12
HR≥50.0/EDG≥-/TP≥-/CV≤0.7/UNDER,50.0,,,0.7,UNDER,68,63,24,39,38.1,27.12,50.44,-22.06,-47.09,2.96,-13.9,0.417,12
HR≥50.0/EDG≥-/TP≥-/CV≤-/UNDER,50.0,,,,UNDER,73,67,25,42,37.31,26.72,49.28,-23.51,-47.7,0.68,-15.75,0.333,12
HR≥50.0/EDG≥-/TP≥40.0/CV≤0.6/UNDER,50.0,,40.0,0.6,UNDER,64,59,22,37,37.29,26.08,50.05,-24.92,-50.24,0.41,-14.7,0.333,12
HR≥50.0/EDG≥-/TP≥40.0/CV≤0.7/UNDER,50.0,,40.0,0.7,UNDER,66,61,22,39,36.07,25.17,48.61,-27.38,-52.1,-2.65,-16.7,0.333,12
HR≥50.0/EDG≥-/TP≥40.0/CV≤-/UNDER,50.0,,40.0,,UNDER,71,65,23,42,35.38,24.88,47.53,-28.54,-52.43,-4.64,-18.55,0.25,12
